job_title,job_skills,company,job_location,job_level,job_type,job_title_clean,job_skills_clean
BSA/AML Compliance Specialist III,"Compliance, CRCM, HMDA, Fair Lending, CRA, Regulatory, MS Word, Excel, PowerPoint, Database, Writing, Communication, Time management, Problem solving, Analysis, Interpretation, Leadership",Simmons Bank,"Little Rock, AR",Mid senior,Onsite,bsa aml compliance specialist iii,compliance crcm hmda fair lending cra regulatory ms word excel powerpoint database writing communication time management problem solving analysis interpretation leadership
Senior Data Engineer (Python),"Java, Scala, Python, SQL, Open Source RDBMS, NoSQL, Cloud, Data warehousing, Machine learning, Distributed microservices, Unix, Linux, Agile, Spark, MapReduce, Hadoop, Hive, EMR, Kafka, Gurobi, MySQL, Mongo, Cassandra, Redshift, Snowflake, AWS, Microsoft Azure, Google Cloud",Jobs for Humanity,"Charlottesville, VA",Mid senior,Onsite,senior data engineer python,java scala python sql open source rdbms nosql cloud data warehousing machine learning distributed microservices unix linux agile spark mapreduce hadoop hive emr kafka gurobi mysql mongo cassandra redshift snowflake aws microsoft azure google cloud
MLT- Med Lab Technician PRN Gainesville 10a-10:30p WEEKENDS | ASCP AMT or NCA CERT is REQUIRED,"Medical Technology, ASCP, NCA, AMT, Bachelor's Degree, Clinical Duties, National Patient Safety Goals, Computer Skills, Independent Analysis, Interpersonal Skills, Equipment Calibration and Maintenance, Lab Records, Data Entry, Quality Control, Continuing Education, Quality Improvement, Reading, Writing, Reasoning, Talking, Fingering",Northeast Georgia Health System,"Gainesville, GA",Mid senior,Onsite,mlt med lab technician prn gainesville 10a 10 30p weekends ascp amt or nca cert is required,medical technology ascp nca amt bachelor s degree clinical duties national patient safety goals computer skills independent analysis interpersonal skills equipment calibration and maintenance lab records data entry quality control continuing education quality improvement reading writing reasoning talking fingering
Lead Data Engineer-Java,"Java, Scala, Python, Spark, S3, Glue, Redshift, SQL, NoSQL, Data masking, Secure data transfer, Agile methodologies, Data models, Data science, Scalable data handling, Development tools, Data engineering, Dataoriented, Analytical thinking",Zortech Solutions,"Scottsdale, AZ",Mid senior,Onsite,lead data engineer java,java scala python spark s3 glue redshift sql nosql data masking secure data transfer agile methodologies data models data science scalable data handling development tools data engineering dataoriented analytical thinking
"Sales Executive, Data & AI","Cloud, Systems Integration, Application Management, Security, Intelligent Platform Services, Infrastructure Services, Software Engineering Services, Data and Artificial Intelligence, Global Delivery, Advanced Technology Centers, Blockchain, Robotics, 5G, Edge Computing, Metaverse, Quantum Computing, Change Management, Growth Opportunities, R&D, Science, Space Technologies, Adobe, Alibaba, Amazon Web Services, Blue Yonder, Cisco, Dell, Google, HPE, IBM RedHat, Microsoft, Oracle, Pegasystems, Salesforce, SAP, ServiceNow, VMWare, Workday, Accenture Ventures, Data Migration, Data Modernization, Data Fabric, Snowflake, Data Bricks, Traditional Data Solution, Cloud Data Solution, Sales Pursuit, Client Messaging Plans, IndustryLeading Cloud Transformation Strategies, SAP, ProductBased Service Delivery Model, Managed Services, Cloud Cost Optimization, Network Modernization, Data Center Consolidation, Leasing, Asset Buy Back Models, State & Local Government, Oil & Gas, Utilities, Banking, Insurance, CLevel Client Relationship Building, Teamwork, Collaboration, Communication, Problem Solving, DecisionMaking, Professional Integrity, Credibility, Character, EventDriven Architectures, DomainDriven Design",Accenture,"Calgary, Alberta, Canada",Mid senior,Onsite,sales executive data ai,cloud systems integration application management security intelligent platform services infrastructure services software engineering services data and artificial intelligence global delivery advanced technology centers blockchain robotics 5g edge computing metaverse quantum computing change management growth opportunities r d science space technologies adobe alibaba amazon web services blue yonder cisco dell google hpe ibm redhat microsoft oracle pegasystems salesforce sap servicenow vmware workday accenture ventures data migration data modernization data fabric snowflake data bricks traditional data solution cloud data solution sales pursuit client messaging plans industryleading cloud transformation strategies sap productbased service delivery model managed services cloud cost optimization network modernization data center consolidation leasing asset buy back models state local government oil gas utilities banking insurance clevel client relationship building teamwork collaboration communication problem solving decisionmaking professional integrity credibility character eventdriven architectures domaindriven design
"Director, Ontology and Data Modeling","Ontology, Data Modeling, Linked Data, JSON, XML, RDF, RDFS, OWL, SKOS, Protégé, TopQuadrant, PoolParty, Stardog, AnzoGraph, Neptune, Data.World, SQL, SPARQL, Graph databases, Python, R, JSON, OpenAPI/YAML, AVRO, Agile, Amazon Web Services, Enterprise Semantics, Semantic Technology, Semantic Solutions, Knowledge Organization, UML, Data Strategy, Data Governance, Data Management, Data Quality, Data Integration, Data Analytics, Machine Learning, Artificial Intelligence, Business Intelligence, Data Visualization, Cloud Computing, Big Data, Information Science, Computer Science, Engineering, Library Science, Computational Linguistics",Jobs for Humanity,"Washington, DC",Mid senior,Onsite,director ontology and data modeling,ontology data modeling linked data json xml rdf rdfs owl skos protégé topquadrant poolparty stardog anzograph neptune data world sql sparql graph databases python r json openapi yaml avro agile amazon web services enterprise semantics semantic technology semantic solutions knowledge organization uml data strategy data governance data management data quality data integration data analytics machine learning artificial intelligence business intelligence data visualization cloud computing big data information science computer science engineering library science computational linguistics
Lead Data Analyst,"Data Governance, Data Quality, Data Integration (ETL), Data Analysis, Salesforce, Asset Management Distribution Industry, Agile, Master Data Management, SQL, Informatica Master Data Management, Bachelor's degree",TekIntegral,"Owings, MD",Mid senior,Onsite,lead data analyst,data governance data quality data integration etl data analysis salesforce asset management distribution industry agile master data management sql informatica master data management bachelor s degree
Software Engineer 1 (Data Management),"Data Management, PIG, PySpark, NiFi, PressureWave, Top Secret/SCI Clearance, Polygraph, U.S. Citizenship","Farfield Systems, Inc","Linthicum, MD",Mid senior,Onsite,software engineer 1 data management,data management pig pyspark nifi pressurewave top secret sci clearance polygraph u s citizenship
Stratigrapher & Data Integrator - Relocate to Saudi Arabia,"Stratigraphy, Data Integration, Formation Tops, Reservoir Tops, Reservoir Stratigraphy, Subsurface Unit Stratigraphy, Geological Data, Petrophysical Analysis, Well Correlation, Cross Sections, Mapping, Multidisciplinary Collaboration, Wireline Log Reading, Geological Observations, Correlative Stratigraphic Units, Biostratigraphy, Chemostratigraphy, Sequence Stratigraphy, Siliciclastic Reservoirs, Sedimentology, Data Integration, Petrel, Decision Space, Regional Scale, Structural Analysis, Seismic Analysis, Basin Analysis, Team Environment, Mentoring, Micro Scale Analysis, Reservoir Diagenesis Modeling, Diagenetic Influence, Core Scale Sedimentology, Wireline Log Correlation, Image Log, English Fluency",aramco,"London, England, United Kingdom",Mid senior,Onsite,stratigrapher data integrator relocate to saudi arabia,stratigraphy data integration formation tops reservoir tops reservoir stratigraphy subsurface unit stratigraphy geological data petrophysical analysis well correlation cross sections mapping multidisciplinary collaboration wireline log reading geological observations correlative stratigraphic units biostratigraphy chemostratigraphy sequence stratigraphy siliciclastic reservoirs sedimentology data integration petrel decision space regional scale structural analysis seismic analysis basin analysis team environment mentoring micro scale analysis reservoir diagenesis modeling diagenetic influence core scale sedimentology wireline log correlation image log english fluency
Data Analyst,"Data Analysis, Financial Reporting, SSRS, Power BI, Excel, VBA, SQL, Data Reporting, Data Interrogation, Dashboard Development and Maintenance, Sage",Four Squared Recruitment,"Oldbury, England, United Kingdom",Mid senior,Onsite,data analyst,data analysis financial reporting ssrs power bi excel vba sql data reporting data interrogation dashboard development and maintenance sage
Office/Administration - Data Analyst Lv2 #: 23-02164,"Data Analysis, Data Management, Decision Support, Business Technology, Standardization, Innovation, Data Extraction, Data Collection, Data Cleansing, Data Preparation, Reporting, Tableau, Power BI, Alteryx, SAP, Data Modeling, Performance Analysis, Data Design, Business Problem Solving, Escalation, Mentorship, Data analytics, Data mining, MyGIT, FS health checks, BI Site report, PBI, MS Teams",HireTalent - Diversity Staffing & Recruiting Firm,"Hopkins, MN",Mid senior,Onsite,office administration data analyst lv2 23 02164,data analysis data management decision support business technology standardization innovation data extraction data collection data cleansing data preparation reporting tableau power bi alteryx sap data modeling performance analysis data design business problem solving escalation mentorship data analytics data mining mygit fs health checks bi site report pbi ms teams
Senior Data Engineer,"Java, Scala, Python, Opensource databases, MongoDB, Cassandra, Redshift, Snowflake, UNIX/Linux, Shell scripting, Agile, Big data, Cloud computing, AWS, Azure, Google Cloud, Hadoop, Spark, Kafka, Realtime data, Streaming applications, NoSQL databases, Data warehousing, SQL, Bachelor's Degree, 4+ years in application development, 1+ year in big data technologies, 5+ years of Python/Java experience, 2+ years of experience with cloud platforms, 3+ years with distributed data/computing tools, 2+ years of experience with NoSQL databases, 2+ years of data warehousing experience, 3+ years of UNIX/Linux experience, 2+ years of Agile engineering experience",Jobs for Humanity,"Harrisonburg, VA",Mid senior,Onsite,senior data engineer,java scala python opensource databases mongodb cassandra redshift snowflake unix linux shell scripting agile big data cloud computing aws azure google cloud hadoop spark kafka realtime data streaming applications nosql databases data warehousing sql bachelor s degree 4 years in application development 1 year in big data technologies 5 years of python java experience 2 years of experience with cloud platforms 3 years with distributed data computing tools 2 years of experience with nosql databases 2 years of data warehousing experience 3 years of unix linux experience 2 years of agile engineering experience
"Medical Laboratory Scientist (MLS) or Medical Laboratory Technician (MLT), Nights 11PM-730AM","Medical Laboratory Science, Medical Laboratory Technology, Laboratory Techniques, Instruments, Quality Control, Instrument Maintenance, Clinical Laboratory Science, Clinical Laboratory Scientist Coordinator, Chronological Prioritization, Routine Clinical Laboratory Testing, Test Result Recording, Equipment Maintenance, Equipment Calibration, Technical Instrumentation, Laboratory Testing Procedures, Proficiency Testing, Visual Acuity, Analytical Ability, Problem Resolution, Data Interpretation, CPR Certification, Biology, Chemistry, Biochemistry, Internship, OntheJob Training",Licking Memorial Health Systems,"Newark, OH",Mid senior,Onsite,medical laboratory scientist mls or medical laboratory technician mlt nights 11pm 730am,medical laboratory science medical laboratory technology laboratory techniques instruments quality control instrument maintenance clinical laboratory science clinical laboratory scientist coordinator chronological prioritization routine clinical laboratory testing test result recording equipment maintenance equipment calibration technical instrumentation laboratory testing procedures proficiency testing visual acuity analytical ability problem resolution data interpretation cpr certification biology chemistry biochemistry internship onthejob training
Data System Engineer - Analyst,"Data pipelines, ETL, Data lakes, Data warehouses, Data solutions, Scalability, Performance, Reusability, Data monitoring, Data maintenance, Data availability, Data reliability, Datarelated issues, Performance bottlenecks, Product standards, Development, Testing, Security, Supportability, Cloud platforms, Data Bricks, Azure Data Flow, PySpark, Python, SQL, Relational databases, Database systems",PepsiCo,"Mississauga, Ontario, Canada",Mid senior,Onsite,data system engineer analyst,data pipelines etl data lakes data warehouses data solutions scalability performance reusability data monitoring data maintenance data availability data reliability datarelated issues performance bottlenecks product standards development testing security supportability cloud platforms data bricks azure data flow pyspark python sql relational databases database systems
DSS Medical Technologist/MLS,"Clinical Laboratory Science, Medical Laboratory Science, Medical Technology, Bachelor's Degree, Associate's Degree, MLS(ASCP), MT(ASCP), H(ASCP), C(ASCP), M(ASCP), BB(ASCP), MLT(ASCP), American Medical Technologist MT (AMT), Federal Health and Human Services MT (HHS), High Complexity Clinical Laboratory Experience, Laboratory Automation System (LAS), Automated Analyzers, SemiAutomated Procedures, Manual Procedures, Equipment Maintenance, Assay Troubleshooting, Result Interpretation, Regulatory Compliance, Quality Control, Process Improvement, Team Oriented, PatientFocused, HighPaced Environment, Flexible Hours, Leadership Skills, Laboratory Information System (LIS), Microsoft Office, Fine Motor Coordination, Ability to Move Around the Laboratory, Ability to Sit and Stand for Extended Periods of Time, Good Visual Acuity, Color Perception",Deaconess Health System,"Evansville, IN",Mid senior,Onsite,dss medical technologist mls,clinical laboratory science medical laboratory science medical technology bachelor s degree associate s degree mls ascp mt ascp h ascp c ascp m ascp bb ascp mlt ascp american medical technologist mt amt federal health and human services mt hhs high complexity clinical laboratory experience laboratory automation system las automated analyzers semiautomated procedures manual procedures equipment maintenance assay troubleshooting result interpretation regulatory compliance quality control process improvement team oriented patientfocused highpaced environment flexible hours leadership skills laboratory information system lis microsoft office fine motor coordination ability to move around the laboratory ability to sit and stand for extended periods of time good visual acuity color perception
(Worldpay) Privacy and Data Protection Specialist-Security Analyst for US/Europe,"Information Security, Network Security, Network Design, Encryption, Firewall Management, Security Vulnerability Handling, Threat Response, Network Engineering, Computer Science",Jobs for Humanity,"Cincinnati, OH",Mid senior,Onsite,worldpay privacy and data protection specialist security analyst for us europe,information security network security network design encryption firewall management security vulnerability handling threat response network engineering computer science
QAQC Engineer - Data Center,"Troubleshooting, Commissioning, Data centers, Project management, Communication, Teamwork, Problemsolving, Construction, QA/QC, Strong knowledge base of installations",Olsson,"Phoenix, AZ",Mid senior,Onsite,qaqc engineer data center,troubleshooting commissioning data centers project management communication teamwork problemsolving construction qa qc strong knowledge base of installations
"Staff Machine Learning Engineer, Series A","Machine Learning, Voice Biomarker Software, Programming, Python, Cloud Services, Deep Learning, Data Analysis, Experimentation, Model Optimization, R&D, Team Leadership, Communication, Empathy, Mentoring, Agile Planning, Speech Processing, Audio Classification, FDA Software, Medical Device Development",Recruiting from Scratch,"Brooklyn, NY",Mid senior,Onsite,staff machine learning engineer series a,machine learning voice biomarker software programming python cloud services deep learning data analysis experimentation model optimization r d team leadership communication empathy mentoring agile planning speech processing audio classification fda software medical device development
Senior ML Platform Engineer - Artificial Intelligence Group,"Machine Learning (ML), Kubernetes, Kubeflow, KServe, Argo, Buildpacks, Open Source Technologies, Cloud Native MLOps, Technical Governance, Upstream Collaboration, Python, Hera, ML Model Development Life Cycle, SLAs, Latency, Throughput, Container Technologies, Docker, PyTorch, TensorFlow, scikitlearn, ONNX, AWS, GCP, Azure, Computer Science Fundamentals, Data Structures, Algorithms, ProblemSolving, Collaboration, Industry Experience, Passion for Engineering, Curiosity, Working Knowledge, Reasonable Accommodation",Jobs via eFinancialCareers,"New York, NY",Mid senior,Onsite,senior ml platform engineer artificial intelligence group,machine learning ml kubernetes kubeflow kserve argo buildpacks open source technologies cloud native mlops technical governance upstream collaboration python hera ml model development life cycle slas latency throughput container technologies docker pytorch tensorflow scikitlearn onnx aws gcp azure computer science fundamentals data structures algorithms problemsolving collaboration industry experience passion for engineering curiosity working knowledge reasonable accommodation
SAP Master Data Analyst - IRVING TX,"SAP Master Data, SAP MM, MRP, Stibo, Ticket system management, Material Master, SKUs",TekIntegral,"Irving, TX",Mid senior,Onsite,sap master data analyst irving tx,sap master data sap mm mrp stibo ticket system management material master skus
"Manager, Investment Data Operations","Investment Data Operations (IDO), Portfolio management, Risk management, Post trade analytics, Compliance, Data and process management, Operational excellence, Team management and development, Problem solving, Collaboration, Communication, Continuous process improvement, Business applications and technologies, SQL, Python, Data visualization, Reporting, Financial analysis, Business intelligence, Modern Data Platform, An opportunity to succeed","Connor, Clark & Lunn Financial Group (CC&L)","Vancouver, British Columbia, Canada",Mid senior,Onsite,manager investment data operations,investment data operations ido portfolio management risk management post trade analytics compliance data and process management operational excellence team management and development problem solving collaboration communication continuous process improvement business applications and technologies sql python data visualization reporting financial analysis business intelligence modern data platform an opportunity to succeed
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)","Data engineering, Python, AWS, Airflow, Hadoop, Snowflake, Scala, Spark, Postgres, Angular JS, NoSQL, Cloud computing, Big data technologies, Public cloud, Distributed data/computing tools, Realtime data and streaming applications, Data warehousing, UNIX/Linux, Agile engineering practices, SQL, Java, Apache Kafka, MySQL, MapReduce, Hive, EMR, Gurobi, Mongo, Cassandra, Redshift",Capital One,"McLean, VA",Mid senior,Onsite,manager data engineering python aws airflow snowflake hybrid,data engineering python aws airflow hadoop snowflake scala spark postgres angular js nosql cloud computing big data technologies public cloud distributed data computing tools realtime data and streaming applications data warehousing unix linux agile engineering practices sql java apache kafka mysql mapreduce hive emr gurobi mongo cassandra redshift
"AML Manager, AML Advisory Portfolio & Risk Reporting [TD Bank]","AML/ATF, AML Advisory, AntiMoney Laundering, AntiTerrorism Financing, Governance, Risk Management, Compliance, Reporting, Communication, Data Analysis, Problem Solving, Leadership, Coaching, Critical Thinking, Stakeholder Management, Collaboration, Executive Reports, Writing, Attention to Detail, Project Management, Strategic Planning, Risk Appetite, Regulatory Compliance, Canadian Banking, Global Wealth, Insurance, CPA, Undergraduate Degree, Graduate Degree",CareerBeacon,"Toronto, Ontario, Canada",Mid senior,Onsite,aml manager aml advisory portfolio risk reporting td bank,aml atf aml advisory antimoney laundering antiterrorism financing governance risk management compliance reporting communication data analysis problem solving leadership coaching critical thinking stakeholder management collaboration executive reports writing attention to detail project management strategic planning risk appetite regulatory compliance canadian banking global wealth insurance cpa undergraduate degree graduate degree
Data Center Technician,"Data Center Technician, Tape Backup, Offsite Storage, Ad hoc Requests, Shipment Coordination, Inventory Management, Remote Hands Support, Hardware Installations, Cabling Installations, Cabling Troubleshooting, Copper and Fiber Cables, Incident Management, Change Management, Sparing Levels, Physical Audits, Service Manager Database, Business Relationships, New Technology, Microsoft Windows, Microsoft Office, Cabling Best Practices, EIA/TIA568 standards, LAN/WAN Concepts, Telephony Concepts, TCIP, Switches, Routers, vLANs, Electrical Theory, Troubleshooting, 2+ years of experience, Technical Skills, Analytical Skills, ProblemSolving Skills, Organizational Skills, Attention to Detail, High School Diploma, 2year Technical Degree",JLL,"Hazelwood, MO",Associate,Onsite,data center technician,data center technician tape backup offsite storage ad hoc requests shipment coordination inventory management remote hands support hardware installations cabling installations cabling troubleshooting copper and fiber cables incident management change management sparing levels physical audits service manager database business relationships new technology microsoft windows microsoft office cabling best practices eia tia568 standards lan wan concepts telephony concepts tcip switches routers vlans electrical theory troubleshooting 2 years of experience technical skills analytical skills problemsolving skills organizational skills attention to detail high school diploma 2year technical degree
CRM Data Executive,"CRM, Data Quality, Data Cleansing, Data Enrichment, Salesforce CRM, Marketo automation, ZoomInfo, Excel, PowerPoint, Word, Communication, Writing, Attention to Detail, Teamwork, Collaboration, Data Analysis, DataDriven Insights, Campaign Planning, Data Compliance, Data Sourcing, Data Acquisition, Reporting, ROI",The Portfolio Group,"Manchester, England, United Kingdom",Mid senior,Onsite,crm data executive,crm data quality data cleansing data enrichment salesforce crm marketo automation zoominfo excel powerpoint word communication writing attention to detail teamwork collaboration data analysis datadriven insights campaign planning data compliance data sourcing data acquisition reporting roi
Business Data Analyst - III (1000091),"Business Data Analyst, Data Mining, Data Visualization, Data Analysis, Complex Data Structures, SQL, Reporting, Time Management, Independent Work, Verbal Communication, Written Communication, Undergraduate Degree in Business Finance Management Information Systems Computer Science or Mathematics.",The Judge Group,"Bedminster, NJ",Mid senior,Onsite,business data analyst iii 1000091,business data analyst data mining data visualization data analysis complex data structures sql reporting time management independent work verbal communication written communication undergraduate degree in business finance management information systems computer science or mathematics
Azure Data Architect,"Data Modeling, Data Architecture, Enterprise Level, Azure Synapse, Azure Skill Set, Data Engineering, System Requirements, Analytical Skills, ProblemSolving Attitude, Good Communication",Hermitage Infotech,"Howell, NJ",Mid senior,Onsite,azure data architect,data modeling data architecture enterprise level azure synapse azure skill set data engineering system requirements analytical skills problemsolving attitude good communication
"Senior MLS Engineer, Autonomous Driving Startup","Computer Science, Software development, Distributed systems, Opensource data platforms, Cloudbased systems, Embedded operating systems, Secure data transfer, Big data, Apache Spark, Compilers, Operating systems",Recruiting from Scratch,"Philadelphia, PA",Mid senior,Onsite,senior mls engineer autonomous driving startup,computer science software development distributed systems opensource data platforms cloudbased systems embedded operating systems secure data transfer big data apache spark compilers operating systems
Lead Data Engineer (Java Programming)- US,"Data Engineering, Azure, Azure Databricks Services, Java, ETL, Big Data",Zortech Solutions,"Minnesota City, MN",Mid senior,Onsite,lead data engineer java programming us,data engineering azure azure databricks services java etl big data
Senior Backend and Cloud Engineer - Machine Learning Infrastructure (Python),"Python, Django, Postgres, PubSub, Kubernetes, Airflow, GCP, AWS, Gitlab, Databases, Machine Learning, TDD, Continuous Integration, Continuous Delivery",Scandit,"Oxford, England, United Kingdom",Mid senior,Onsite,senior backend and cloud engineer machine learning infrastructure python,python django postgres pubsub kubernetes airflow gcp aws gitlab databases machine learning tdd continuous integration continuous delivery
"Lead Data Engineer (Bangkok based, relocation provided)","Scala, Spark, Java, Golang, Python3, Bash, Hadoop, SQL, S3, Data Engineering, Data Warehousing, Software Engineering, Systems Administration, Linux, Apache Spark, Java Virtual Machine (JVM), Big Data Technologies, Hadoop Ecosystem, Opensource Products, Agile, Test Driven Development (TDD), Computer Science, Information Systems, Engineering, Bachelor's Degree",Agoda,"Orlando, FL",Mid senior,Onsite,lead data engineer bangkok based relocation provided,scala spark java golang python3 bash hadoop sql s3 data engineering data warehousing software engineering systems administration linux apache spark java virtual machine jvm big data technologies hadoop ecosystem opensource products agile test driven development tdd computer science information systems engineering bachelor s degree
Senior Data Engineer,"Agile, Hadoop, Hive, MySQL, Scala, Java, Python, Gurobi, MapReduce, Spark, Kafka, EMR, Mongo, Cassandra, Snowflake, Redshift, UNIX/Linux, Data visualization, Tableau, RDBMS, NoSQL, Cloud computing, Machine learning, Big data processing",Jobs for Humanity,"Peoria, IL",Mid senior,Onsite,senior data engineer,agile hadoop hive mysql scala java python gurobi mapreduce spark kafka emr mongo cassandra snowflake redshift unix linux data visualization tableau rdbms nosql cloud computing machine learning big data processing
SENIOR DATA ANALYST,"Data Analysis, Statistical Analysis, Business Intelligence, Data Visualization, Data Management, Data Communication, Forecasting, Data Interns Training, Performance Management, Process Improvement, Open Data, Data Products, Dashboards, Data Exploration, Data Warehousing, Data Mining, Data Integration, Data Quality Control, Data Governance, Relational Databases, NoSQL Databases, Python, SQL, R Programming, Tableau, Power BI, Excel, Hadoop, Spark, Machine Learning, Artificial Intelligence","City of Stockton, CA","Stockton, CA",Mid senior,Onsite,senior data analyst,data analysis statistical analysis business intelligence data visualization data management data communication forecasting data interns training performance management process improvement open data data products dashboards data exploration data warehousing data mining data integration data quality control data governance relational databases nosql databases python sql r programming tableau power bi excel hadoop spark machine learning artificial intelligence
Database Management Specialist,"Database Management, TS/SCI Clearance, Polygraph, Data Management, PHP, SharePoint, CSS, Javascript, SQL, Dreamweaver, Photoshop, Sqlite3 db, Data File Structures, DoD 5000 Acquisition Process, DoD Acquisition, C4ISR/DoDAF, System Engineering, Data Modeling, Data Warehousing, Data Integration, Data Security, Data Analysis, Data Governance, Business Intelligence, Database Performance Tuning, Database Optimization, Database Migration, Database Backup and Recovery, Data Mining, Machine Learning, Artificial Intelligence",DarkStar Intelligence,"Annapolis Junction, MD",Mid senior,Onsite,database management specialist,database management ts sci clearance polygraph data management php sharepoint css javascript sql dreamweaver photoshop sqlite3 db data file structures dod 5000 acquisition process dod acquisition c4isr dodaf system engineering data modeling data warehousing data integration data security data analysis data governance business intelligence database performance tuning database optimization database migration database backup and recovery data mining machine learning artificial intelligence
GCP Data Architect/Engineer,"GCP, Kafka, Pubsub, Snowflake, BigQuery, Cloud function, AI Platform, Dataflow, Dataproc, Cloud Compute, AppEngine, DevOps, Terraform, Hadoop, Hive, Spark, Python, Scala, R, Machine Learning, Gitlab, Jenkins, Nexus Repo, Checkmarx",Experfy,"San Francisco, CA",Mid senior,Onsite,gcp data architect engineer,gcp kafka pubsub snowflake bigquery cloud function ai platform dataflow dataproc cloud compute appengine devops terraform hadoop hive spark python scala r machine learning gitlab jenkins nexus repo checkmarx
Data Scientist,"Data Science, Machine Learning, Artificial Intelligence, Programming, Data Management, Data Modeling, Data Mining, Data Analysis, Statistical Analysis, Python, Mathematics, Statistics, Computer Science","Mission Technologies, a division of HII","Fort Meade, MD",Mid senior,Onsite,data scientist,data science machine learning artificial intelligence programming data management data modeling data mining data analysis statistical analysis python mathematics statistics computer science
Advancement and Alumni Engagement Business Systems Analyst/Data Visualization Specialist,"CRM Advance, WebFOCUS, SQL, Banner, Microsoft Dynamics 365, Oracle SQL, MySQL, Tableau, Power BI, Python, Google Workspace, Pivot Tables, Graphs, Charts, Data validation, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Data visualization, Business process analysis, Project management, Technical writing, Data analysis, Statistical analysis, Communication, Interpersonal skills, Problem solving, Analytical skills, Organizational skills, Time management, Attention to detail, Accuracy, Precision, Confidentiality, Teamwork, Learning new software, Diverse cultural communication, Safety practices, Customer relationship management, Relational databases, Standard query languages, Automation, Data architecture & design, Data governance, Data consistency, VLOOKUP, IF statements, Collaboration",Michigan Technological University,"Houghton, MI",Mid senior,Onsite,advancement and alumni engagement business systems analyst data visualization specialist,crm advance webfocus sql banner microsoft dynamics 365 oracle sql mysql tableau power bi python google workspace pivot tables graphs charts data validation microsoft word microsoft excel microsoft powerpoint data visualization business process analysis project management technical writing data analysis statistical analysis communication interpersonal skills problem solving analytical skills organizational skills time management attention to detail accuracy precision confidentiality teamwork learning new software diverse cultural communication safety practices customer relationship management relational databases standard query languages automation data architecture design data governance data consistency vlookup if statements collaboration
"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)","Data Engineering, Backend Engineering, Scala, Spark, Java, Golang, Python3, Bash, Hadoop, SQL, S3, Linux, Computer Science, Information Systems, Engineering, Data Architecture, Big Data, Analytical ProblemSolving, Systems Administration, Agile, Test Driven Methodologies",Agoda,"Austin, TX",Mid senior,Onsite,staff data engineer fintech team bangkok based relocation provided,data engineering backend engineering scala spark java golang python3 bash hadoop sql s3 linux computer science information systems engineering data architecture big data analytical problemsolving systems administration agile test driven methodologies
Senior Counsel for Contract Management and Database Management,"Contract Drafting, Contract Negotiation, Legal Document Review, Legal Document Interpretation, Contract Database Management, Contract Template Review, Contract Template Development, FastPaced Corporate Environment, Legal Procedures Knowledge, Legal Documentation Knowledge, Communication Skills, Interpersonal Skills, DetailOriented Mindset, Accuracy, Independent Work, Task Prioritization",JDHuntr In-House Counsel Jobs,"Los Angeles, CA",Mid senior,Onsite,senior counsel for contract management and database management,contract drafting contract negotiation legal document review legal document interpretation contract database management contract template review contract template development fastpaced corporate environment legal procedures knowledge legal documentation knowledge communication skills interpersonal skills detailoriented mindset accuracy independent work task prioritization
Senior MLOps Engineer,"Machine Learning Operations, Engineering, Software Development, Production ML Systems, Workflow Orchestration, Monitoring, A/B Testing, Data Engineering, ETL Pipelines, LLMs, NLP, Reinforcement Learning, Probabilistic Graphs, Deep Learning, Systems Ownership, Product Ownership, Hiring, Recruiting, Remote Work, NYCBased, InPerson Environment, TeamFirst Mentality, Mentoring, Being Mentored, Passion for Vision, Autonomy, Technical Authority, Flexibility",Recruiting from Scratch,"Wichita, KS",Mid senior,Onsite,senior mlops engineer,machine learning operations engineering software development production ml systems workflow orchestration monitoring a b testing data engineering etl pipelines llms nlp reinforcement learning probabilistic graphs deep learning systems ownership product ownership hiring recruiting remote work nycbased inperson environment teamfirst mentality mentoring being mentored passion for vision autonomy technical authority flexibility
Data Engineer II,"Cloud technologies, Data warehousing platforms, Snowflake, Redshift, S3, Glue, Airflow, Python development, Data transfers, Data extractions, ETL, ELT, Informatica, Scrum, Kanban, CI/CD, Technical documentation, Airflow, Dag development, BI, Data Analysis, Data platform environments, Offshore teams coordination, Onsiteoffshore model","PeopleSERVE, Inc.","Boston, MA",Mid senior,Onsite,data engineer ii,cloud technologies data warehousing platforms snowflake redshift s3 glue airflow python development data transfers data extractions etl elt informatica scrum kanban ci cd technical documentation airflow dag development bi data analysis data platform environments offshore teams coordination onsiteoffshore model
"Data Analyst, Junior - Security Clearance Required","Data Analysis, Machine Learning, Statistical Modeling, Data Visualization, SQL, Python, R, Microsoft Office Suite, Data Governance, Data Management, Git, AWS, Azure, GCP, Tableau, Qlik, Power BI, R Shiny, Flask, HTML, UI/UX, Mathematics, Statistics, ETL, EDA, Database Development, Architecture Design, Version Control, Communication, Consulting, Big Data",ClickJobs.io,"Troy, MI",Mid senior,Onsite,data analyst junior security clearance required,data analysis machine learning statistical modeling data visualization sql python r microsoft office suite data governance data management git aws azure gcp tableau qlik power bi r shiny flask html ui ux mathematics statistics etl eda database development architecture design version control communication consulting big data
