job_title,job_skills,company,job_location,job_level,job_type
Data Insights Manager,"Data analysis, Statistical modeling, Microsoft SQL, MicroStrategy, RStudio, Board, Tableau, Python, Statistical methods, Algorithms, Business intelligence, Economic modeling, Data science, Data warehouses, Statistics, Economics, Mathematics, Finance, Hospitality, Restaurant",The Cheesecake Factory,"Calabasas, CA",Mid senior,Onsite
"Data Strategy, Manager – Enterprise","Data Strategy, Project Management, Data Analytics, Communication, Diplomacy, People Management, Stakeholder Management, Problem Solving, Proactiveness, Data Science, CPG, SQL, Python, R, Tableau, Power BI, AWS, Azure, GCP, Hadoop, Spark, Machine Learning, Artificial Intelligence, Big Data, Cloud Computing, Data Warehousing, Data Visualization, Data Governance, Data Security, Data Quality, Data Privacy, Data Ethics, Data Architecture, Data Engineering, DataOps, Data Scientist, Data Analyst, Business Intelligence Analyst, Data Engineer, Data Architect, Data Governance Specialist, Data Security Specialist, Data Quality Specialist, Data Privacy Specialist, Data Ethics Specialist",PepsiCo,"Purchase, NY",Mid senior,Onsite
Senior Machine Learning Engineer,"Machine Learning, Data Science, Software Engineering, TensorFlow, PyTorch, JAX, Scikitlearn, Python, Java, Scala, Recommendation Systems, Search, Causal Machine Learning, Interpretable Machine Learning, MultiArmed Bandits, Reinforcement Learning, Constrained Optimization, Written Communication, Verbal Communication, Datadriven Research, Experimentation, Problem Solving, Compensation",Warner Bros. Discovery,"Seattle, WA",Mid senior,Onsite
Marketing Data Analyst Sr.,"Google Analytics, Tableau, Power BI, BigQuery, SQL, Data Visualization, Data Warehousing, Data Analysis, Data Literacy, Data Science, Statistical Modeling, UX Design, FrontEnd Data Visualization, Microsoft Office Suite, Analytical Tools, Business Intelligence Software, Reasoning Ability",Arthrex,"Naples, FL",Mid senior,Onsite
"Medical Lab Scientist (MLS) or Medical Lab Technician (MLT) - St. Elizabeth Youngstown - up to $20,000 Sign on Bonus!!!","Laboratory procedures, Equipment operation, Troubleshooting, Quality Control, Inventory management, Scheduling, Safety, Competency assessments, Method development, Medical Lab Scientist Certification, Medical Lab Technician Certification, Clinical Laboratory Science, Biomedical Science, Biology, Biochemistry, Externship program, Medical, Dental, Vision plans, Prescription drug coverage, Flexible spending accounts, Life insurance, Retirement savings plan, Paid time off, Educational Assistance",Bon Secours Mercy Health,"Youngstown, OH",Mid senior,Onsite
Principal Product Data Analyst,"Data Synthesis, Data Analysis, Statistical Methods, Algorithmic Analysis, Forecasting Models, Reporting Capabilities, Business Intelligence, Strategic Planning, Data Coordination, Data Validation, User Experience, Data Presentation, Data Visualization, Training and Development, Mentoring, Consulting, Project Management, Systems Implementation, Verbal Communication, Written Communication, Creative ProblemSolving, Data Analysis, Data Visualization tools, Programming Languages (Python R SQL), Advanced Analytical Techniques, Predictive Modeling, Segmentation, Optimization Algorithms, Statistical Analysis, Data Mining, HighLevel Understanding of nCino Solutions, Software Product Building","nCino, Inc.","Wilmington, NC",Mid senior,Onsite
"Manager, Product Manager -- Machine Learning Experience, Enterprise Platform Development Team","Product Management, Machine Learning Experience, ML Enterprise Platform Development Team, Compute Product, Data Science, Python, Spark, SQL, Data Pipelines, Machine Learning Models, Agile, Communication, Collaboration, Design Thinking, Analytics, Cloud Services, Managed Compute Experience",Capital One,"McLean, VA",Mid senior,Onsite
Contractor - Epic Clarity Data Analyst - Revenue Cycle,"Data Analysis, SQL, Python, R, Epic Clarity, Healthcare Data, Revenue Cycle, Data Visualization, Datadriven Solutions, Epic EHR, Agile Development, Usability Testing, Data Dictionaries, Data Modeling, Clinical Experience, Project Management, Communication Skills, Analytical Skills, Technical Skills, Statistics, Forecasting",Deloitte,"Ohio, United States",Mid senior,Onsite
"Mechanical Commissioning Engineer II, Data Center Services","Mechanical Commissioning, Data Center Commissioning, Safety Support, Script Development, Vendor Coordination, Testing, Report Development, Building Automation Systems, Mechanical Test Schedule, Mechanical Test Procedures, Project Submittals, Project Cadence, Planning, Execution, Commissioning, Mechanical Infrastructure, Mission Critical Facility, Coordination, Contractors, Vendors, Hyperscale, Subject Matter Experts, Data Technologies, Company Culture, Certifications, Professional Training, Collaborative Culture, Safety, Performance Acceptance Testing, Mechanical Infrastructure Systems, Mechanical Test Procedures, MOPS, SOO's, Checklists, QA/QC, Commissioning Plan, Reports, Customer Equipment Factory Witness Test, Vendor Coordination, Vendor Management, Equipment Inspection, Vendor Submittals, Test Documentation, Design Specification Review, Manufacturer Submittals, One Line Drawing Sets, Project Schedule Documentation, QA/QC, Mechanical Equipment Installation, Startup, Test Scripts, Equipment Operation, Safe Work Practices, Customer Experience, Goals Achievement, Schedule Adherence, Daily Status Reports, Facility Walk Downs, Turnover, Punch List Reviews, LEED Specifications, Customer Service, Duties, Bachelor's Degree, Data Center Commissioning Experience, OSHA Safety Requirements, Written Communication, Verbal Communication, Mechanical Drawings, P&ID's, Specifications, Mission Critical Design Concepts, Building Automation Systems, Monitoring Systems, Air Handlers, Humidifiers, Variable Refrigerant Flow, Computer Room Air Conditioners, Handlers, Evaporators, Adiabatic Coolers, Sensors, Flowmeters, Thermodynamics, Heat Transfer, Fluid Flow, Test Adjust and Balance, Mechanical Trend Analysis, Word, Excel, PowerPoint, Construction Site Conditions, English Proficiency, Extensive Travel, Passport, US Work Authorization, Employee Ownership, Team Goals, Respect for Others, CanDo Attitude, Competitive Compensation, Benefits, Retirement Contribution, PTO, Sick Days, Health Insurance, Professional Education, Long Term Disability, Equal Opportunity Employer, Diversity, Inclusion, Fair Treatment",CAI,"Ashburn, VA",Mid senior,Onsite
RESEARCH DATA SPECIALIST II,"Economic analysis, Economic models, Monetary externalities, Costbenefit analysis, Communication skills, Economic theory, Multiproject management, Prioritization, Cooperation, Initiative, Innovation",California Department of Toxic Substances Control,"Sacramento, CA",Mid senior,Onsite
Database & Stewardship Manager,"Data Management, Database Management, CRM Software, Microsoft Office Suite (Excel Word), Raiser's Edge, Blackbaud, Donor Management, Gift Processing, Report Preparation, Event Planning and Execution, Communication, Confidentiality, Ability to work under pressure, Bachelor's Degree in related field, 3+ years experience in similar position",Walsh Jesuit High School,"Cuyahoga Falls, OH",Mid senior,Onsite
"Manager, Database Administration- Washington DC","Database Administration, Project Management, Data Structures, SQL Server, Windows Server, MySQL, Oracle, MariaDB, Linux, VMware, NetApp, SSRS, Security Standards, ProblemSolving, Vendor Negotiations, Communication, Organization, Formal Documentation, Physical Requirements",Cogent Communications,"Washington, DC",Mid senior,Onsite
Supervising Management Analyst (Fleet Data & Asset Management),"Data integrity, SQL, Stored SQL scripts, KPIs, Report templates, EAM/ERP systems, AssetWorks FleetFocus M5, IBM Maximo, Infor, SAP, Data integration tools, ETL, Data warehousing, APIs, Microsoft Office applications, Fleet management, Enterprise asset management, Automotive engineering, Problemsolving skills, Analytical skills, Communication skills, Oracle, IoT devices, Web platforms, Microsoft's Power Platform apps, Power BI, Power Automate, High level programming languages, Python, R, BudgetPro, Crystal Reports",The Port Authority of New York & New Jersey,"Jersey City, NJ",Associate,Onsite
Senior Machine Learning Engineer,"Machine Learning Engineering, Agile, Data Engineering, Modeling, ML modeling techniques, Hyperparameter tuning, Dimensionality, Bias/Variance, Validation, Crossfunctional Agile team, Software Development, Python, Scala, Java, Data Intensive Solutions, Distributed Computing, ML frameworks, Data Gathering, Model Productionization, Model Monitoring, Model Maintenance, Cloudbased Architectures, AWS, Azure, Google Cloud Platform, Distributed File Systems, Multinode Database Paradigms, Open Source ML Software, ML Technique, ML Model, Proof of Concept, Productionready Data Pipelines, Data Pipelines, Performance Evaluation",ClickJobs.io,"Scranton, PA",Mid senior,Onsite
Big Data Engineer,"Big Data, Apache Hadoop, Apache Hive, Apache Spark (core SQL PySpark), Data Warehousing, Financial Reporting, Distributed Systems, Core Java, Python, Scala, SQL, UNIX Shell Scripting, Data Pipelines, System Applications, Microservices, Cloud Platforms (GCP AWS), Kafka Streams, Queues, GitHub, Bitbucket, CI/CD Pipelines, NoSQL (HBase Couchbase MongoDB), Project Management","Conch Technologies, Inc","Phoenix, AZ",Mid senior,Onsite
Data Scientist,"Data Analysis, Data Visualization, Business Intelligence, Data Science Strategy, Data Engineering, Statistical Modeling, SQL, SAS, STATA, Python, R, PowerBI, Microsoft Project, Word, Outlook, Excel, PowerPoint, Access, Visio, SharePoint, Master's or PhD in Data Science, 810 years of work experience, Strong communication skills, Organizational skills, Willingness to travel",TMS,"Washington, DC",Mid senior,Onsite
Principal Scientist - Machine Learning and AI,"Machine Learning, Artificial Intelligence, Image Processing, Computer Vision, Python, Scikitlearn, TensorFlow, PyTorch, Statistical Analysis, Visualization, Morphometric Feature Extraction, Survival Analysis, RNA Sequencing, Genomic Sequencing, Cloud Computing, MLflow, BMS Living Life Better, 401(K), ShortTerm Disability, LongTerm Disability, Life Insurance, Supplemental Health Insurance, Business Travel Protection, Survivor Support, Paid National Holidays, Global Shutdown, Paid Vacation, Paid Volunteer Days, Sick Time Off, Summer Hours Flexibility, Parental Leave, Caregiver Leave, Bereavement Leave, Military Leave, Adoption Reimbursement, Surrogacy Reimbursement, Fertility/Infertility Benefits, Support for Traveling Mothers, Child Care Resources, Elder Care Resources, Pet Care Resources, Tuition Reimbursement, Recognition Program",PharmiWeb.jobs: Global Life Science Jobs,"Cambridge, MA",Mid senior,Onsite
Senior Data Engineering Advisor,"Data Engineering, Data Architecture, Data Infrastructure, Python, R, PostgreSQL, MySQL, MongoDB, Microsoft Power BI, Spotfire, Machine Learning Libraries, Spark, Deep Learning Frameworks, AI Frameworks, Data Analytics, Data Visualization, Computer Science, Engineering, Applied Mathematics, Commerce, Business Analytics, Oil and Gas Operations, Data Integrations, Logical Data Models, Physical Data Models, Data Mining, Data Warehousing, SQL, MDM, ODS, Data Governance, Data Pipelines, APIs, FTP, CloudBased Blob Stores, Relational Databases, NonRelational Databases, Big Data Platforms, Cloud Technologies, ServerLess Environments, AWS, Azure, Redshift, EMR, Databricks, Data Virtualization, SQL Server, Streamsets, Azure Synapse, Azure Data Factory, AWS Glue, Alation Data Catalog, Data Lakes, Data Modelling, Data Munging, Data Management",Adecco,"Calgary, Alberta, Canada",Mid senior,Onsite
"Sr Data Scientist - Recommendations (Applied ML, Deep Learning, Relevance Systems)","Data Science, Machine Learning, Deep Learning, Statistics, Python, SQL, Hadoop/Hive, Spark, Scala, Agile, Software Design, Data Exploration, Data Analysis, Algorithmic Solutions, Performance Analysis, Team Collaboration, Business Priorities, Analytical Thinking, Problem Solving, Actionable Insights, Communication, SelfDriven, ResultsOriented, Tight Deadlines, Recommender Systems",Jobs for Humanity,"Minneapolis, MN",Mid senior,Onsite
Lead Machine Learning Engineer,"Machine Learning Engineering, Python, Scala, Java, Hadoop, Spark, TensorFlow, PyTorch, Dask, scikitlearn, Distributed Computing, Dataintensive Solutions, ML Frameworks, ML Modeling Techniques, MLOps, DevOps, Big Data, Cloud Computing, AWS, Azure, Google Cloud Platform, Data Pipelines, Data Gathering, Data Preparation, Data Governance, Risk Management, Responsible and Explainable AI, Agile Development, CrossFunctional Teams, People Leadership, Team Development, Industry Best Practices, Automation, Public Cloud, ML Industry Impact, Conference Presentations, Papers, Blog Posts, Open Source Contributions, Patents, Bachelor's Degree, 6+ Years of Experience, 4+ Years of Programming Experience, 2+ Years of ML Systems Experience, Master's or Doctoral Degree (Preferred), 3+ Years of Experience with Data Pipelines, 3+ Years of Experience with ML Frameworks, 2+ Years of Coding Experience, 2+ Years of Data Gathering and Preparation Experience, 2+ Years of People Leader Experience, 1+ Years of Experience Leading ML Teams, Experience with Public Cloud ML Solutions, Experience with Complex Data Pipelines, Experience with ML Industry Impact",Jobs for Humanity,Buffalo-Niagara Falls Area,Mid senior,Onsite
Senior Data Analyst - Customer & Operational Analytics,"Data Science, Advanced Analytics, SQL, Python, Advanced Excel, Statistical Models, Machine Learning, PowerBI, Tableau, Databricks, Synapse, Alteryx, Microsoft Azure, Data Wrangling, Project Management, Prioritisation, Deadlines Management, Communication, Team Work, Business Setting, Business Insights, Reporting, CRM, Metrics, Strategic Initiatives, A/B Testing, Multivariant Testing, Datadriven Decision Making, Performance Measurement, Business Performance Improvement",Michael Page,"Redditch, England, United Kingdom",Mid senior,Onsite
"Senior MLS Engineer, Autonomous Driving Startup","Software Development, Computer Science, Data Ingestion, Data Analytics, Data Engineering, Data Architecture, Distributed Database Management, Operating Systems, Embedded Systems, FaultTolerant Systems, Software Architecture, DomainSpecific Languages, Systems Engineering, CloudBased Systems, Distributed Systems, OpenSource Data Platforms, Secure Data Transfer, Big Data Analytics, Apache Spark, Compilers, Autonomous Driving Systems, Machine Learning, Artificial Intelligence",Recruiting from Scratch,"Berkeley, CA",Mid senior,Onsite
Datacenter Services Manager (NV1 Required),"Data Center Services, Server Hardware Deployment, Windows OS, CompTIA A+, CompTIA Server+, CCENT, CCNA, MCP/MSCE, Microsoft Office, PowerShell, Python, Linux Bash, Leadership, Problem Solving, Project Management, Customer Relationship Management, Communication","ExcelGens, Inc.","Sydney, New South Wales, Australia",Mid senior,Onsite
"Sr Engineer - High-Performance Machine Learning (Python, HPC clusters, Kubernetes)","Linux, Agile, Infrastructure as Code, DevOps, Machine Learning, Software Development, Kubernates, HighPerformance Computing, Python, Go, PyTorch, TensorFlow, Jax, Tensor GPUs, AI chips",Target,"Sunnyvale, CA",Mid senior,Onsite
Lead Data Engineer,"Agile, AWS, Cassandra, Cloud Computing, Data Engineering, Data Warehousing, Distributed Data, EMR, Hadoop, Hive, Java, Kafka, Machine Learning, MapReduce, Microservices, Mongo, MySQL, NoSQL, Open Source RDBMS, Python, Redshift, Scala, Snowflake, Spark, SQL, UNIX/Linux, Unit Testing",Jobs for Humanity,"Harrisonburg, VA",Mid senior,Onsite
Operations Manager (Senior Data Analyst),"Data analysis, Microsoft Office Suite (Excel Access PowerPoint), Scripting (Excel Access), Data cleanup, Advanced query, Relational database (Access), Report writing, Presentation skills, Bachelor's Degree, 5+ years experience in project management construction management project design management business administration or public administration",Amtex Systems Inc.,"New York, NY",Mid senior,Onsite
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","DLP Controls, Cyber Security, Symantec, SaaS, IaaS, Web proxy, Email, Endpoint solutions, Cyber Security Practices, Software Engineering Principles, Agile Frameworks, Customer Engagement, Data Loss Prevention Products, URL Filtering, Network DLP, Cloud Computing Environments, Networks, Troubleshooting, Configuration, Data Loss Prevention Products, Scripting, Agile Delivery, Public Cloud Security, MultiCloud Environments, IT Delivery Projects, Technical Writing, JIRA, CISSP, GIAC, CISM, CCSP, CISA, Security+, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional",Jobs for Humanity,"Harrisonburg, VA",Mid senior,Onsite
Senior Lead Software Engineer - Data Modernization,"Software Engineering, System Design, Application Development, Testing, Operational Stability, Programming Languages, Software Applications, Technical Processes, Cloud, Artificial Intelligence, Machine Learning, Mobile, Open/Linked Data Media Types, RDF, Turtle, JSONLD, CSVW, Semantic Technologies, Controlled Vocabularies, Ontologies, Taxonomies, Graph Databases, Property Graphs, Semantic/Knowledge Graphs, Graph Processing Languages, Gremlin, Cypher, SparQL, Snowflake, Public Cloud, Communication Skills",ClickJobs.io,"Worthington, OH",Mid senior,Onsite
"Manager, Data and Analysis","Data analysis, Strategy, Management, Statistical learning, Digital data technologies, DMPs, Google Analytics, Digital pixel tracking, Site tagging, Online advertising, Emerging trends, Deadlinedriven",Digitas North America,"New York, NY",Mid senior,Onsite
Data Management / Governance Analyst Role,"Data governance, Data lineage, Data quality, Data standards, Data analysis, Data modeling, Data integration, Data warehousing, Business intelligence, Financial crime, Antimoney laundering, Combating the financing of terrorism, Sanctions, Problemsolving, Enterprisewide thinking, Stakeholder engagement, Microsoft Office Suite, MS Project, Alteryx, Collibra, Power BI, Tableau, SharePoint, Data Quality practices, Regulated frameworks, Financial services",Venn Group,"London, England, United Kingdom",Mid senior,Onsite
Senior Principal Instrumentation & Data Network Engineer,"Instrumentation, Data acquisition, Data processing, Data dissemination, Network architecture, Network design, Network management, System validation, System verification, Security clearance, Vendor management, Technical writing, Troubleshooting, Modelbased systems engineering, Virtualization, Security audit, Information system security",Northrop Grumman,"Melbourne, FL",Mid senior,Onsite
SENIOR BUSINESS DATA ANALYST,"MedAssets Avega Cost Accounting System, Service Line Reporting, Data Analysis, Microsoft Office Suites, IDX, HealthQuest, Proteus, SQL Programming Language, IMACS, Budgetary and Financial Accounting Principles, Healthcare Financial Analysis, Written and Verbal Communication Skills, Teamwork, Project Management, DeadlineOriented, Analytical Requirements, DataDriven Decisions, Reporting Methods, Training and Mentoring, Business Planning Proformas, Analytical Reporting Tools",Jobs for Humanity,"Camden, NJ",Mid senior,Onsite
EDI Data Analyst,"MS Office Suite, Excel, Pivot Tables, VBA, Macros, Word, PowerPoint, Visio, Access, SQL, Tableau, Sisense, Qlik, Microsoft PowerBI, R, Python, SAS, SPSS, Statistical tools for data analysis, Project leadership, Team leadership, Critical thinking, Creative problemsolving, Data visualization, Data interpretation, Math and statistical concepts, Time management, Written communication, Verbal communication, Customer service, Interpersonal skills, Relationshipbuilding, Data analysis, Reporting, Visualization, Process improvement, Data governance, Data architecture, Data inconsistency identification, Analytical insights, Problem analysis, Problem resolution, Proficiency with tools, Healthcare planning, Healthcare operations, Matrixed organization, Executive exposure, Engagement, Decisionmaking, Bachelors degree, Computer Science, Management Information Systems, Data Science, Business Administration, Statistics, Master’s Degree",Memorial Hermann Health System,"Houston, TX",Mid senior,Onsite
Medical Technologist/MLS,"Medical Technologist, Performs technical procedures, Instrument maintenance, Reagent preparation, Calibration, Investigation, Documentation, Computer systems, Fully automated systems, Nonautomated procedures, Reporting results, Maintaining records, Printing and reviewing reports, Reviews documents, Completes training, Continuing education, Competency assessments, Provides information, Stocks supplies, Prepares and inspects blood, Issues blood and blood products, Proper unit/patient identification, Determination of safe appropriate products, Takes inventory, Orders and stocks supplies, Reviews quality control results, Assists with recommending new methods, Designs and performs test development, Orients new employees, Reviews and updates manuals, Performs extended preventative maintenance, Evaluates new reagents, Participates in competency assessment, Participates in Quality assessment, Assists with lab computer build and testing, Participates in time keeping, Complies with Safety Policies, Laboratory General, Computer and Compliance Policies, Supervisory Responsibilities, Laboratory Charge Technologist, General Supervisor, Medical Laboratory Scientist, Medical Laboratory Technician",Deaconess Health System,"Newburgh, IN",Mid senior,Onsite
Data Steward Senior Manager,"Data Management, Data Governance, Data Lifecycle, SQL, Tableau, Python, Data Privacy, Data Quality, Risk Management, Compliance, Audit, Actuarial, Analytics, Project Management, Stakeholder Engagement, Communication, Problem Solving, Commercial Acumen",Bankwest,"Perth, Western Australia, Australia",Mid senior,Onsite
Senior Azure Data Engineer,"Azure Data Factory, Databricks, Python, SQL, NoSQL, Spark SQL, Data Warehouse, SSIS, SQL Server, Git, Gitlab, ADLS, Stream Analytics, SQL DW, COSMOS DB, Analysis Services, Azure Functions, Serverless Architecture, ARM Templates, ETL, Data Engineering, Data Architecture, Data Pipeline, Data Transformation, Data Cleansing, Data Storage, Data Security, Data Governance, Cloud Computing, Big Data, Data Analytics, Data Visualization, Machine Learning, Artificial Intelligence, Software Development, Agile Methodology, Software Development Life Cycle (SDLC), RAD Development Methodology, Communication Skills, Teamwork, Problem Solving, Analytical Skills, Ability to Work Independently, Ability to Work Under Pressure, Ability to Meet Deadlines",Wise Skulls,"Weehawken, NJ",Mid senior,Onsite
Senior MLOps Engineer,"ML Ops, Engineering, Data engineering, ETL pipeline, Workflow orchestration, Monitoring, Experimentation, A/B testing, Machine learning, Deep learning, Large language models, Natural language processing, Reinforcement learning, Probabilistic graphs, Product management, Product ownership, Team leadership, Hiring, Recruitment, Financial workflows, Corporate financial data, Accounting, Finance, Economy",Recruiting from Scratch,"Cincinnati, OH",Mid senior,Onsite
Senior Data Integration Analyst,"ETL, Data Integration, Data Development, Data Analytics, Dashboards, Reporting, MicroStrategy, Tableau, Power BI, Power Automate, Logic Apps, PowerApps, SQL Server, Stored Procedures, TSQL, SSRS, Power BI Report Builder",Intellectt Inc,"Atlanta, GA",Mid senior,Onsite
"Manager, Product Management, Card Data","Product Management, Agile Development, Software Development, Business Analysis, Data Science, UX/UI Design, Risk Management, Agile Ceremonies, Technical Architecture, Communication, Influence, Teamwork, Leadership, Learning, Curiosity, Bachelor's Degree, 3+ Years of Experience, MBA or Master's Degree, PerformanceBased Compensation, Health and Wellness Benefits, Diversity and Inclusion, Equal Opportunity Employer",Capital One,"McLean, VA",Mid senior,Onsite
Vendor Master Data Analyst - Entry Level,"SAP, Vendor master data, Data integration, Data updates, STP system, Service level agreements, Tax reporting, Vendor data cleansing, Supply Chain Finance program, Banking information, Timely completion of tasks, Data issues, Interpersonal and communication skills, 1099/1042 reporting, B Notices",MillenniumSoft Inc,"San Antonio, TX",Mid senior,Onsite
"Senior Data Engineer, Public Company","Data Engineering, Business Intelligence, Data Science, Python, Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, PySpark, SQL, TDD, Pair Programming, Continuous Integration, Automated Testing, Kafka, Storm, SparkStreaming, Dimensional Data Modeling, Schema Design, ETL, Legal Compliance, Data Classification, Data Retention, Relational Databases",Recruiting from Scratch,"El Cerrito, CA",Mid senior,Onsite
"Supervisor,  Datacenter & Technology Services","Data Center Management, Operations Management, Personnel Supervision, Budget Management, Customer service, Project Management, Communication, Problem Solving, Leadership, Microsoft Office Suite, SCADA Workstations, IP Phones, Video Walls, Physical Security, Cyber Security, NERC Standards, RUS Standards, OSHA Standards, FERC Standards, ITS Standards, Electronics, Computer Science, Information Technology, Utility Operations, Power Systems, Network Systems, Supervisory Skills, Conflict Management, Negotiation Skills, Emergency Management",Georgia System Operations Corporation,"Tucker, GA",Mid senior,Onsite
"Senior MLS Engineer, Autonomous Driving Startup","Software development, Systems engineering, Distributed systems, Opensource data platforms, Cloudbased systems, Embedded systems, Largescale distributed databases, Model training systems, Performance optimization, Software/hardware system architecture, Faulttolerant distributed runtime systems, Domainspecific language, Distributed database systems, Apache Spark, Compliers, Operating systems, Data transfer, Big data",Recruiting from Scratch,"Ann Arbor, MI",Mid senior,Onsite
Data & Reporting Analyst [Source Atlantic Limited],"Data Analysis, Data Visualization, Data Management, Machine Learning, Artificial Intelligence, Cloud Computing (Azure), Business Intelligence (Power BI Tableau), SQL, APIs, Azure Data Lake, DataBricks, Azure OpenAI Services, Azure Cognitive Services, Bachelor's in Computer Science, 3+ years of relevant experience",CareerBeacon,"Saint John, New Brunswick, Canada",Mid senior,Onsite
Sr. Data Scientist,"Data Analysis, Problem Formulation, Statistics, Machine Learning, Python, R Programming, SQL, Snowflake, Amazon Web Services (AWS), Generalized Linear Models, Time Series Models, Forecasting Techniques, Cluster Analysis, Principle Component Analysis, Linear and Mixed Integer Optimization, Discrete Event Simulation, Heuristic Methods, Network Flow Analysis, Decision Trees, Nearest Neighbor Models, Neural Networks, Scikitlearn, TensorFlow, Data Visualization",Cox Automotive Inc.,"Vermont Ventures, VT",Mid senior,Onsite
Associate Security Data Analyst,"Research, Development, Software tools, Data analysis, Security insights, Largescale data handling, Efficiency, Modern computing platforms, Data visualization, Security data analysis, Threat detection, Threat research, Netflow, Hostbased telemetry, EDR, Cloud telemetry, Threat intelligence, Network fundamentals, Application layer protocols, Network telemetry, Scripting languages, Programming languages, Python, Go, Ruby, C, Java, Scala, Problemsolving skills, Documentation, Communication skills, Presentation skills, Security research, Threat hunting, Detection engineering, SOC Analyst, Network sensors, AWS, Azure, Google Cloud, Cloud environments, Automation, Collaboration, Integration, Health insurance, Tuition benefits, Time off, Retirement savings, Professional development opportunities, Paid parental leave, Military leave, Relocation assistance",Software Engineering Institute | Carnegie Mellon University,"Arlington, VA",Mid senior,Onsite
Data Center Project Manager,"Project Management, Data Center Management, Agile, Waterfall, Earned Value Management (EVM), Primavera P6, PMP, RCDD, DCDC, Risk Management, Product Management, Negotiation, Stakeholder Management, Change Management, Cost and Price Budgeting, Quality Review and Assurance, Client Relationship Management, Project Team Management, Scope Definition and Management, Task and Resource Scheduling, PMO Standards and Methodologies, Structured Cabling, Networking, RackandStack, Budgeting",snipeHIRE,"Gallatin, TN",Mid senior,Onsite
"Sr. Clinical Data Manager, Shifamed","Data Management, EDC Database Development, 21 CFR part 11, GDPR, Data Quality Review, Data Issues Resolution, Clinical Data Management Documentation, Data Quality Review Meetings, Project Management, Metrics Analysis, Oral and Written Communication, Microsoft Office Suite, eMednet, Medrio, IRT, CTMS, eTMF, ePRO, FDA Submission Requirements, Investigational Device Exemption (IDE), ISO 14155, CFR 11 50 54 56 812, ICH Good Clinical Practice",Shifamed,"Campbell, CA",Mid senior,Onsite
Technical Data Manager with Security Clearance,"Technical Data Management, Engineering, Fulltime, TS/SCI Clearance, Regular Employee, Continental US Travel, Technical Writing, Drawing Changes, Data Research, Data Validation, Intelink Teamcenter, Jira, Confluence, SharePoint, CDRL Management, Document Control Numbers, Database Management, Knowledge Management, Active TS/SCI Security Clearance, Master's Degree or 12 Years Experience, Virtual Infrastructure Knowledge, Technical Documentation Experience, Quality Data Collection Experience, AF DCGS Life Cycle Knowledge, ITIL v4 Certification, Modern Database Technology Experience, Best Place to Work, WorkLife Balance, Competitive Benefits, Learning and Development Opportunities, MissionOriented",ClearanceJobs,"Warner Robins, GA",Mid senior,Onsite
Chapter Lead - Data Hub,"Risk Management, Agile Methodologies, Data Product Development, Data Architecture, Technical Training, Strong Communication Skills, Coaching and Mentoring, Conflict Resolution, Organization Skills, TrustBuilding, Technical Standards, Work Methods, Mediation Skills, Hackathons, Tuition Reimbursement, Flexible Work, Time Off Allowances, Bachelor's Degree in Computer Science MIS or Software Engineering, Data Product Development  Experience, Data Architecture Experience, Technical Leadership Experience, Agile Methodologies Experience, Java, Python, C++, Data Warehousing, Business Intelligence, Data Integration, Data Analytics, Cloud Computing, Big Data, Hadoop, Spark, Machine Learning",FM Global,"Johnston, RI",Mid senior,Onsite
Data Center Operating Engineer,"Data Center Operations, UPS, HVAC, Chillers, CRAC, CRAH, Plumbing, Electrical, Lighting, ATS, STS, PDU, Generators, Primary Switchgear, Power Distribution, Transformers, Hot Water Systems, Refrigeration, Chilled Water, Air Conditioning Equipment, Boilers, Ventilating, Water Heaters, Pumps, Valves, Piping, Filters, Mechanical Equipment, Electrical Equipment, CMMS, Vendor Management, Customer Service, Emergency Escalation Procedures, Word, Excel, Verbal Communication, Written Communication, Corrigo, MCIM, Salesforce, Zendesk, Service Now, EPA 608, NFPA70E, Physical Work Abilities, Climbing, Lifting, Stooping, Working Overhead, Walking, Ladders, Emergency Response, 401(k), Medical, Dental, Vision, FMLA, Paid Time Off, Holidays, Night Shift Differential",JLL,"Houston, TX",Mid senior,Onsite
"Senior Data Engineer, Public Company","Data Engineering, Business Intelligence, Data Science, Python, Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, PySpark, SQL, TDD, Pair Programming, Continuous Integration, Agile, Kafka, Storm, SparkStreaming, Dimensional Data Modeling, Schema Design, ETL Pipelines, Legal Compliance, Data Management Tools, Data Classification, Data Retention",Recruiting from Scratch,"Clearwater, FL",Mid senior,Onsite
SR. Data Platform Engineer in IL,"Data Platform Engineering, Cloud Computing (GCP AWS), Data Analytics, Data Migration, Machine Learning, DevOps, GenAI, LLMs, Kafka, Business Intelligence, CI/CD, Azure OpenAI, Scalability, Reliability, Security",NextRow Digital,"Chicago, IL",Mid senior,Onsite
